Year,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing,Life expectancy 
2008,166.0,0,2.49,99.0,4.6,99.0,0.1,83.635,7.4,0.728,13.6,0,1,72.7
2002,14.0,4,0.49,94.0,3.4,94.0,0.1,4167.364387,9.5,0.723,12.0,0,1,72.9
2004,21.0,15,2.4,88.0,6.77,87.0,0.4,1872.73783,1.4,0.564,9.3,0,1,69.6
2010,246.0,2,0.15,82.0,5.82,74.0,0.1,769.1742883,7.1,0.476,10.5,0,1,61.8
2004,98.0,0,11.27,95.0,9.67,95.0,0.1,46511.6457,1.2,0.893,16.5,1,0,77.7
2001,125.0,0,7.38,93.0,5.47,84.0,0.7,11513.87189,4.2,0.75,14.0,0,1,73.4
2013,286.0,2,0.01,96.0,5.84,95.0,2.8,77.625783,7.0,0.693,12.6,0,1,64.2
2008,165.0,1,11.64,99.0,7.33,99.0,0.1,15669.25929,1.9,0.812,15.3,1,0,74.1
2013,157.0,2,3.58,99.0,8.43,98.0,0.1,1847.19849,1.8,0.63,11.5,0,1,73.9
2014,128.0,0,0.01,58.0,7.22,63.0,0.1,4178.973369,0.2,0.701,12.9,0,1,73.8
2014,255.0,56,0.01,93.0,5.72,92.0,2.9,1335.6458,7.8,0.546,11.1,0,1,62.9
2007,114.0,0,12.56,96.0,7.44,96.0,0.1,13546.69872,1.8,0.793,14.3,1,0,75.8
2010,73.0,0,1.93,99.0,3.64,99.0,0.1,2722.1389,6.0,0.81,14.4,0,1,76.1
2002,47.0,60,4.58,66.0,4.86,66.0,7.8,676.397661,7.4,0.452,8.4,0,1,51.6
2006,28.0,17,6.18,61.0,5.7,6.0,3.3,55.47626,4.3,0.455,8.3,0,1,61.1
2004,97.0,2,6.32,94.0,6.93,93.0,0.1,621.828325,0.9,0.781,14.3,0,1,78.0
2010,163.0,0,2.95,99.0,5.29,99.0,0.2,8.376432,7.2,0.74,14.0,0,1,73.3
2003,122.0,0,13.78,95.0,6.35,94.0,0.1,785.881418,1.9,0.765,12.9,1,0,74.7
2007,633.0,4,2.69,87.0,8.47,88.0,30.0,918.432717,8.4,0.44,10.6,0,1,46.2
2001,152.0,0,3.81,91.0,5.19,9.0,0.8,1268.884564,9.4,0.562,11.0,0,1,73.0
2008,62.0,0,12.01,97.0,6.89,97.0,0.1,3539.7488,0.9,0.844,13.7,1,0,79.1
2004,19.0,0,5.82,94.0,5.22,94.0,1.0,129.51914,6.3,0.736,12.2,0,1,69.4
2001,82.0,1,9.95,97.0,7.79,97.0,0.1,26584.12169,1.1,0.878,16.7,1,0,78.3
2002,261.0,3,0.48,38.0,3.89,54.0,0.1,48.61552,12.1,0.475,9.8,0,1,62.0
2003,38.0,41,1.53,8.0,3.12,8.0,3.4,373.2815537,8.6,0.489,7.9,0,1,57.9
2006,267.0,5,7.99,99.0,6.39,98.0,0.8,233.18831,2.6,0.716,14.7,0,1,67.7
2012,147.0,32,0.01,7.0,5.26,69.0,0.1,6651.12242,5.3,0.656,10.5,0,1,76.0
2007,219.0,8,0.02,75.0,3.54,75.0,1.3,113.3128,9.4,0.475,7.4,0,1,61.2
2012,337.0,3,11.89,3.0,4.0,24.0,8.2,21557.6528,8.7,0.583,9.2,0,1,56.7
2014,58.0,1,0.01,97.0,9.3,97.0,0.1,296.47225,0.6,0.877,17.6,1,0,82.6
2009,132.0,6,2.1,84.0,5.85,81.0,0.1,495.294791,2.8,0.728,11.6,0,1,78.0
2008,62.0,0,6.9,98.0,9.23,98.0,0.1,55746.84238,1.3,0.897,15.7,1,0,81.1
2012,157.0,2,3.63,99.0,8.4,98.0,0.1,1792.3845,1.8,0.625,11.5,0,1,73.9
2000,394.0,62,3.91,57.0,4.48,62.0,7.7,68.414399,7.7,0.433,6.9,0,1,51.4
2009,79.0,2,11.22,95.0,11.4,96.0,0.1,41732.7725,1.1,0.906,16.7,1,0,80.0
2001,323.0,2,0.95,49.0,5.37,53.0,4.3,781.2322196,6.3,0.363,2.9,0,1,57.7
2006,491.0,2,6.45,96.0,4.93,96.0,14.4,5374.554867,9.6,0.61,11.9,0,1,54.8
2005,234.0,18,1.99,82.0,5.84,82.0,1.4,474.2238766,11.5,0.47,10.0,0,1,62.9
2003,137.0,11,7.62,95.0,8.22,96.0,0.1,333.4376,1.2,0.77,16.4,0,1,74.1
2005,11.0,0,13.33,93.0,9.98,93.0,0.1,18784.9485,0.7,0.79,15.4,1,0,77.7
2005,165.0,0,0.88,67.0,3.87,68.0,0.1,1886.433359,1.6,0.0,10.6,0,1,69.9
2005,85.0,0,12.4,86.0,1.53,86.0,0.1,38242.4252,1.7,0.848,14.9,1,0,79.4
2010,73.0,0,1.83,97.0,7.93,96.0,0.1,633.79498,14.0,0.653,11.6,0,1,76.7
2006,299.0,11,0.64,67.0,5.92,72.0,1.5,854.346921,1.4,0.454,8.2,0,1,68.0
2000,88.0,0,0.5,91.0,2.18,8.0,0.1,29986.2915,4.8,0.808,13.0,0,1,76.2
2005,498.0,55,8.69,75.0,7.77,79.0,29.5,5414.634326,11.6,0.609,12.9,0,1,53.8
2013,233.0,12,0.01,98.0,7.69,98.0,0.5,688.8768557,5.9,0.485,10.8,0,1,65.2
2009,23.0,0,2.31,99.0,4.26,99.0,0.1,3369.48247,4.0,0.704,14.5,0,1,68.9
2005,477.0,3,4.89,86.0,7.32,86.0,22.1,3573.146387,13.1,0.565,11.6,0,1,55.1
2002,282.0,1,0.29,89.0,7.75,86.0,0.1,885.6382245,18.6,0.0,8.0,0,1,62.5
2011,74.0,0,1.16,92.0,1.93,93.0,0.1,85948.746,5.1,0.827,12.4,0,1,77.5
2009,261.0,15,11.21,98.0,7.44,98.0,0.3,8562.89598,2.3,0.776,14.0,0,1,68.2
2011,259.0,15,5.68,67.0,1.41,68.0,1.5,74.9358452,4.0,0.47,8.7,0,1,62.3
2001,16.0,5,1.68,98.0,3.81,98.0,0.1,837.699787,15.4,0.686,12.5,0,1,72.7
2009,12.0,3,1.4,99.0,6.18,99.0,0.1,4129.977335,6.3,0.706,14.4,0,1,74.7
2000,177.0,0,4.6,88.0,3.78,88.0,0.1,3861.32414,8.1,0.667,12.1,0,1,71.0
2001,385.0,25,6.09,72.0,4.96,81.0,5.3,133.7427689,8.8,0.268,4.5,0,1,51.3
2013,14.0,1,12.06,95.0,7.93,95.0,0.1,7674.86559,1.9,0.781,14.4,1,0,74.1
2013,6.0,1,8.68,97.0,11.4,97.0,0.1,51574.48942,1.0,0.922,18.1,1,0,81.4
2002,138.0,38,1.47,78.0,5.36,78.0,0.1,366.57,5.2,0.658,11.5,0,1,71.2
2001,284.0,8,5.75,95.0,3.47,95.0,0.1,149.926751,2.6,0.685,12.3,0,1,64.4
2003,237.0,1,7.93,91.0,5.97,9.0,2.1,986.7958173,5.8,0.611,11.1,0,1,65.3
2002,315.0,2,8.34,44.0,3.22,45.0,10.7,412.55271,7.7,0.636,12.3,0,1,59.7
2006,186.0,2,0.04,62.0,0.65,63.0,0.1,441.53226,11.9,0.511,11.0,0,1,64.9
2003,89.0,0,0.12,99.0,3.9,92.0,0.1,18555.56649,6.6,0.823,13.4,0,1,76.0
2010,19.0,0,5.26,96.0,5.81,96.0,0.5,833.31332,3.5,0.7,12.3,0,1,73.0
2009,336.0,14,1.24,78.0,6.64,78.0,4.3,499.6468713,7.5,0.442,10.6,0,1,56.7
2003,295.0,87,0.01,41.0,8.82,41.0,0.1,198.7285436,19.7,0.373,6.5,0,1,56.7
2001,32.0,5,2.55,56.0,5.4,53.0,3.6,39.486749,1.0,0.0,6.7,0,1,52.5
2010,142.0,126,0.01,94.0,3.6,94.0,0.1,757.6717572,18.9,0.535,8.9,0,1,69.9
2011,225.0,0,0.23,95.0,4.73,95.0,0.5,2458.45976,16.3,0.572,11.9,0,1,68.3
2008,386.0,536,9.3,6.0,4.0,53.0,5.0,1383.893354,12.0,0.481,9.2,0,1,59.0
2013,196.0,20,0.26,89.0,4.51,92.0,0.3,148.912351,9.9,0.474,8.7,0,1,66.0
2012,22.0,0,7.57,97.0,6.57,97.0,0.3,3785.935665,5.6,0.63,10.6,0,1,65.8
2013,219.0,0,0.01,97.0,3.83,97.0,0.6,235.882889,15.9,0.589,12.6,0,1,69.1
2009,158.0,0,8.42,99.0,6.24,99.0,0.1,7395.88125,3.8,0.0,15.6,0,1,72.4
2013,121.0,5,2.14,96.0,5.54,93.0,0.1,7875.756953,2.8,0.745,11.9,0,1,72.2
2012,79.0,0,0.01,99.0,2.3,99.0,0.1,47651.2599,5.8,0.852,14.4,0,1,78.3
2014,178.0,0,6.32,85.0,5.69,85.0,0.4,9564.46383,3.5,0.722,12.7,0,1,71.4
2012,14.0,1,0.51,99.0,2.52,98.0,0.1,22134.916,7.0,0.797,13.7,0,1,76.0
2007,76.0,0,9.19,88.0,8.35,88.0,0.1,3259.73471,0.3,0.891,19.2,1,0,81.0
2013,96.0,1,4.18,99.0,9.48,99.0,0.1,676.15344,3.4,0.773,14.7,0,1,78.7
2012,123.0,5,0.01,92.0,5.37,89.0,0.1,7496.335728,2.8,0.742,11.8,0,1,71.9
2009,66.0,1,10.62,92.0,9.5,92.0,0.1,42742.99898,0.7,0.925,19.1,1,0,81.7
2010,16.0,1,3.58,93.0,9.66,88.0,0.1,8199.414621,1.8,0.749,13.3,0,1,78.1
2002,99.0,1,11.29,96.0,8.46,95.0,0.1,2552.3328,0.8,0.875,18.8,1,0,78.0
2010,2.0,0,2.25,99.0,4.23,99.0,0.1,3651.966784,4.0,0.706,14.6,0,1,69.1
2013,13.0,3,1.29,98.0,7.26,98.0,0.1,4199.47253,6.4,0.72,14.7,0,1,74.9
2003,73.0,0,1.43,96.0,3.63,96.0,0.1,23573.6284,2.1,0.819,12.7,1,0,79.3
2006,93.0,0,0.67,94.0,2.24,97.0,0.1,398.96692,6.3,0.837,14.3,0,1,76.3
2002,125.0,1,5.52,99.0,8.3,99.0,0.2,4126.14671,2.3,0.725,12.6,0,1,75.7
2010,25.0,1,5.8,96.0,4.7,96.0,0.1,265.353659,2.2,0.693,14.3,0,1,66.3
2004,354.0,217,0.86,54.0,4.23,4.0,4.1,135.7623858,11.5,0.31,5.4,0,1,55.0
2007,164.0,0,9.06,96.0,5.88,96.0,0.1,7322.596862,3.9,0.0,15.3,0,1,71.9
2003,121.0,0,7.65,9.0,5.82,89.0,0.4,1228.5447,4.1,0.753,14.2,0,1,73.7
2013,54.0,0,9.04,99.0,7.46,99.0,0.1,2797.96736,0.9,0.85,13.8,1,0,81.0
2012,146.0,0,11.27,99.0,7.74,99.0,0.1,12834.32349,1.7,0.823,15.4,1,0,75.0
2008,146.0,14,4.45,92.0,6.62,92.0,0.1,5433.7245,2.3,0.683,12.2,0,1,73.5
2013,69.0,0,9.18,92.0,11.17,92.0,0.1,42889.88141,0.3,0.908,19.3,1,0,81.3
2012,72.0,0,1.13,93.0,2.16,92.0,0.1,88564.82298,5.1,0.837,13.4,0,1,77.8
2001,158.0,9,4.13,9.0,3.86,89.0,0.3,193.741571,1.6,0.67,12.4,0,1,73.4
2012,272.0,69,0.01,67.0,8.52,67.0,0.1,669.959,17.9,0.463,9.8,0,1,59.5
2011,172.0,22,0.27,92.0,6.73,92.0,0.2,692.1166842,16.5,0.529,12.0,0,1,68.4
2014,83.0,2,7.16,95.0,7.79,95.0,0.1,14817.37778,0.8,0.841,16.2,0,1,83.0
2010,279.0,74,0.01,66.0,9.2,66.0,0.1,553.32894,18.4,0.448,9.2,0,1,58.8
2012,143.0,3,2.8,99.0,3.21,99.0,0.1,335.521375,15.3,0.752,13.7,0,1,74.5
2004,134.0,1,7.42,96.0,8.24,88.0,0.1,3331.228766,2.6,0.72,13.1,0,1,73.0
2009,19.0,0,12.21,96.0,8.18,96.0,0.1,14157.14416,1.7,0.803,14.2,1,0,76.3
2013,18.0,0,6.56,95.0,5.79,95.0,0.2,4688.538443,3.4,0.706,12.9,0,1,69.8
2011,139.0,1,3.58,93.0,5.21,92.0,0.6,513.549487,1.8,0.722,12.8,0,1,75.2
2014,97.0,0,12.14,95.0,7.8,95.0,0.1,13467.46827,1.5,0.82,15.1,1,0,77.8
2014,252.0,25,0.01,74.0,4.59,78.0,1.1,943.686575,7.1,0.475,10.7,0,1,59.7
2000,3.0,5,2.84,52.0,4.94,49.0,3.1,297.7519443,1.2,0.0,6.4,0,1,52.1
2002,235.0,71,0.41,84.0,2.5,79.0,0.4,143.77651,13.3,0.435,7.6,0,1,62.8
2004,91.0,0,0.02,98.0,2.76,98.0,0.1,26921.8278,3.2,0.791,14.4,0,1,73.5
2006,17.0,3,3.69,88.0,6.33,88.0,0.3,124.992617,2.0,0.597,11.0,0,1,73.0
2005,274.0,2,2.75,99.0,5.9,99.0,0.1,998.8226671,2.3,0.637,11.8,0,1,64.5
2011,15.0,0,7.84,95.0,6.35,95.0,0.1,741.48438,3.8,0.741,15.8,0,1,72.9
2002,22.0,0,1.08,78.0,6.9,78.0,0.1,784.9562874,1.4,0.446,7.3,0,1,66.5
2003,119.0,0,11.58,95.0,8.77,95.0,0.1,1488.47154,2.0,0.843,16.1,1,0,76.5
2010,94.0,0,4.54,9.0,9.58,89.0,0.1,4611.47298,2.6,0.717,13.3,0,1,76.4
2000,218.0,4,2.79,98.0,8.17,99.0,0.4,2238.4116,2.1,0.607,11.3,0,1,69.0
2012,174.0,0,0.01,98.0,4.8,98.0,0.1,12845.17363,5.7,0.755,13.5,0,1,72.7
2013,367.0,498,8.3,46.0,3.7,46.0,3.9,2996.96432,1.4,0.514,9.8,0,1,53.2
2002,176.0,95,7.0,99.0,7.13,99.0,0.1,2819.649531,3.3,0.692,14.6,0,1,71.4
2013,57.0,0,8.58,99.0,9.89,99.0,0.1,2393.1888,0.8,0.828,14.2,1,0,81.1
2009,263.0,51,0.11,71.0,6.98,71.0,1.1,341.2894618,11.0,0.307,4.2,0,1,57.1
2012,135.0,0,0.01,94.0,6.36,94.0,0.1,17421.8922,1.9,0.85,16.5,0,1,76.3
2013,6.0,1,9.25,96.0,9.1,96.0,0.1,2921.9342,0.6,0.874,17.5,1,0,82.4
2012,68.0,2,8.3,99.0,1.78,95.0,0.1,52496.69487,0.5,0.907,15.9,0,1,81.6
2007,93.0,0,10.99,87.0,9.99,87.0,0.1,58487.451,1.2,0.904,16.7,1,0,78.4
2005,554.0,34,2.33,84.0,7.56,82.0,17.0,691.3178164,7.1,0.467,10.7,0,1,49.3
2009,157.0,6,6.05,85.0,4.41,82.0,1.2,4952.67753,3.4,0.695,12.9,0,1,73.6
2014,371.0,23,6.5,92.0,6.44,91.0,6.3,127.47462,5.9,0.498,10.3,0,1,59.2
2014,26.0,8,0.01,84.0,3.77,84.0,0.9,1326.66882,8.0,0.509,8.5,0,1,63.0
2014,177.0,0,6.58,95.0,5.79,95.0,0.2,4852.223666,3.4,0.705,12.8,0,1,70.0
2004,12.0,9,0.06,96.0,3.58,96.0,0.1,11138.8746,7.2,0.754,12.3,0,1,73.1
2010,18.0,0,9.8,92.0,6.55,92.0,0.1,11326.21947,2.2,0.815,16.0,1,0,72.8
2009,378.0,82,9.63,78.0,8.43,79.0,8.1,647.17732,6.1,0.464,10.8,0,1,57.5
2014,119.0,1,6.74,8.0,8.3,8.0,0.1,12593.7374,1.9,0.78,13.0,0,1,77.6
2010,138.0,0,7.84,99.0,5.63,98.0,0.1,12126.87614,3.3,0.783,14.1,0,1,75.6
2007,9.0,1,5.58,99.0,6.1,98.0,0.1,363.13685,1.6,0.703,11.6,0,1,75.9
2001,147.0,3,0.01,94.0,4.6,94.0,0.1,6269.58123,5.6,0.732,15.7,0,1,71.0
2007,14.0,6,1.02,81.0,5.1,79.0,0.1,3851.437869,2.8,0.708,11.6,0,1,73.0
2005,97.0,1,4.1,91.0,7.74,91.0,0.1,4697.11135,2.0,0.723,12.4,0,1,78.6
2012,257.0,39,0.01,91.0,4.79,92.0,0.9,1629.8222,6.7,0.563,11.2,0,1,61.6
2003,424.0,85,1.68,67.0,6.39,85.0,15.3,283.8911588,4.0,0.318,6.7,0,1,51.0
2006,127.0,11,7.75,92.0,6.68,91.0,0.1,5878.76127,1.1,0.782,16.1,0,1,75.2
2012,7.0,0,11.34,99.0,7.18,99.0,0.1,16749.136,0.9,0.892,13.9,1,0,81.1
2010,256.0,15,11.05,98.0,6.83,97.0,0.2,1674.98771,2.3,0.773,13.7,0,1,68.4
2002,17.0,1,12.0,96.0,9.15,98.0,0.1,12882.28897,0.8,0.788,15.9,1,0,77.2
2000,87.0,0,8.91,82.0,7.47,9.0,0.1,13641.1272,0.3,0.864,17.2,1,0,78.6
2008,127.0,37,5.36,96.0,6.6,96.0,0.1,9689.52887,1.7,0.735,12.3,0,1,75.6
2012,89.0,201,5.74,99.0,5.26,99.0,0.1,6337.882993,3.9,0.703,12.4,0,1,75.4
2009,174.0,10,0.3,93.0,5.93,93.0,0.2,666.3458569,3.7,0.601,11.1,0,1,66.7
2011,24.0,5,8.48,54.0,6.98,5.0,0.2,3569.75727,2.4,0.734,14.9,0,1,75.0
2006,328.0,22,6.88,99.0,1.2,99.0,6.2,342.3656294,6.8,0.404,9.3,0,1,57.6
2002,452.0,3,5.09,78.0,6.17,77.0,24.6,1713.47594,14.7,0.556,11.8,0,1,55.7
2004,169.0,0,0.85,67.0,4.12,69.0,0.1,1787.94723,1.6,0.0,10.7,0,1,69.6
2014,297.0,22,0.01,95.0,7.54,95.0,0.7,312.7489794,7.4,0.404,10.6,0,1,59.1
2014,79.0,3,11.5,98.0,11.54,98.0,0.1,42955.24287,0.6,0.89,16.2,0,1,82.2
2006,21.0,31,0.2,91.0,5.7,89.0,0.2,348.6314534,17.4,0.476,9.6,0,1,66.0
2003,82.0,0,13.24,86.0,7.5,86.0,0.1,4117.15532,0.3,0.87,16.8,1,0,78.0
2014,6.0,1,2.62,95.0,7.81,95.0,0.1,37582.84624,1.2,0.895,16.0,0,1,82.2
2009,288.0,17,7.11,93.0,7.2,97.0,2.8,539.1538211,6.6,0.447,10.2,0,1,61.0
2006,288.0,57,0.53,79.0,6.56,78.0,1.8,521.6425796,9.7,0.35,6.1,0,1,54.3
2001,179.0,4,9.78,99.0,4.36,99.0,0.1,1839.72945,3.8,0.708,11.7,1,0,78.0
2006,125.0,40,5.11,98.0,5.83,98.0,0.1,8767.92258,1.8,0.723,12.2,0,1,75.8
2011,344.0,3,10.99,39.0,3.29,41.0,7.7,21451.88617,8.9,0.58,9.2,0,1,56.2
2012,312.0,22,0.01,96.0,8.21,96.0,1.2,265.285651,7.5,0.393,10.3,0,1,58.0
2012,176.0,0,15.14,93.0,6.67,93.0,0.1,14341.836,2.7,0.83,16.5,1,0,73.0
2014,118.0,8,7.93,92.0,4.79,94.0,0.1,12245.25645,1.0,0.825,17.3,0,1,76.2
2004,17.0,1,4.54,98.0,6.38,97.0,0.1,2416.588235,1.8,0.681,10.9,0,1,73.0
2007,185.0,0,8.12,99.0,3.3,99.0,0.1,12154.82994,5.9,0.733,13.1,0,1,72.2
2001,272.0,1,0.08,7.0,2.86,7.0,0.1,395.9319363,7.8,0.0,8.5,0,1,59.5
2008,26.0,0,1.95,99.0,3.68,99.0,0.1,4177.657789,4.0,0.7,14.3,0,1,68.7
2006,381.0,90,5.84,36.0,4.54,34.0,2.5,262.415149,9.8,0.439,7.2,0,1,47.7
2008,139.0,7,3.76,94.0,5.66,96.0,0.1,4274.95265,1.3,0.698,13.0,0,1,74.6
2014,144.0,44,7.32,96.0,8.32,93.0,0.1,1226.61731,2.7,0.747,15.2,0,1,74.8
2000,391.0,253,0.88,55.0,4.36,3.0,5.0,123.876257,11.9,0.0,3.9,0,1,51.2
2002,49.0,571,9.61,4.0,2.43,25.0,5.3,459.4572117,13.8,0.0,7.7,0,1,47.7
2007,164.0,6,6.05,86.0,4.34,85.0,1.6,4647.31359,3.4,0.685,12.7,0,1,72.9
2008,287.0,80,0.03,64.0,8.33,64.0,0.1,373.3611163,18.8,0.433,8.7,0,1,58.1
2001,276.0,42,1.05,6.0,5.17,6.0,0.7,278.555732,8.6,0.456,8.2,0,1,58.7
2005,85.0,3,11.67,95.0,1.52,96.0,0.1,34696.6292,1.1,0.884,16.4,1,0,79.2
2010,6.0,2,6.95,96.0,9.42,96.0,0.1,35849.37364,0.5,0.869,16.4,1,0,81.8
2010,147.0,1,10.8,94.0,7.24,94.0,0.1,6843.263289,2.0,0.77,13.9,1,0,73.4
2014,348.0,67,8.33,68.0,3.31,64.0,2.0,479.31224,8.5,0.527,11.4,0,1,51.7
2012,184.0,0,0.01,99.0,5.48,99.0,0.1,1858.689868,1.2,0.505,9.4,0,1,68.7
2000,142.0,1,2.9,96.0,6.25,93.0,0.1,622.7427477,2.1,0.639,11.2,0,1,72.0
2012,271.0,41,4.75,9.0,5.33,9.0,0.8,673.8227,8.6,0.384,7.2,0,1,58.6
2010,62.0,3,6.9,98.0,9.58,97.0,0.1,4457.67639,1.9,0.879,15.1,1,0,83.0
2003,21.0,0,5.67,95.0,4.53,96.0,1.5,3679.99523,3.6,0.684,12.2,0,1,68.4
2013,77.0,0,11.77,99.0,1.57,99.0,0.1,4651.38647,1.0,0.889,16.3,1,0,87.0
2005,213.0,0,0.6,74.0,1.6,79.0,0.1,1214.556667,0.2,0.0,12.2,0,1,64.9
2000,19.0,385,0.02,65.0,2.79,62.0,0.1,533.8624114,22.2,0.445,5.3,0,1,62.8
2012,57.0,0,7.4,98.0,11.8,98.0,0.1,57134.777,1.4,0.903,15.8,1,0,81.7
2000,129.0,2,3.28,81.0,6.94,8.0,0.1,691.997711,3.1,0.0,11.4,0,1,71.8
2008,119.0,4,0.61,98.0,8.78,97.0,0.1,3385.69665,3.8,0.739,13.6,0,1,73.1
2005,78.0,0,9.31,89.0,8.25,89.0,0.1,2775.89515,0.3,0.886,18.9,1,0,79.9
2000,43.0,93,1.14,69.0,6.16,7.0,12.2,277.6486591,4.2,0.291,5.4,0,1,49.0
2012,164.0,10,0.01,96.0,6.39,94.0,0.2,954.725253,3.6,0.613,11.1,0,1,68.8
2001,16.0,1,10.72,94.0,7.23,94.0,0.1,1764.97387,2.4,0.713,12.9,1,0,71.6
2003,271.0,2,0.26,8.0,3.65,8.0,0.1,544.566526,7.6,0.0,9.2,0,1,59.6
2009,184.0,0,6.85,98.0,5.81,97.0,0.3,4258.788611,3.5,0.7,12.7,0,1,69.5
2002,157.0,8,3.88,88.0,4.62,88.0,0.3,2183.966796,1.5,0.675,12.5,0,1,73.6
2008,7.0,2,10.24,97.0,8.8,97.0,0.1,35578.73619,0.6,0.854,16.1,1,0,81.3
2008,99.0,1,4.22,89.0,9.1,9.0,0.1,6911.136136,1.9,0.74,12.9,0,1,78.9
2007,72.0,2,11.05,96.0,8.36,96.0,0.1,3279.414,0.6,0.849,16.0,1,0,89.0
2013,256.0,1,0.53,82.0,9.14,82.0,2.1,1622.637974,5.6,0.464,6.3,0,1,62.7
2014,362.0,490,0.01,49.0,3.67,49.0,3.9,3221.678128,1.1,0.521,10.0,0,1,53.6
2014,96.0,18,0.43,99.0,5.91,99.0,0.1,3154.513484,6.4,0.64,12.1,0,1,74.1
2000,171.0,1,3.46,95.0,5.81,93.0,2.2,336.8742,2.0,0.682,11.4,0,1,72.6
2004,218.0,66,4.45,85.0,3.23,88.0,0.1,179.3715,1.0,0.636,11.6,0,1,67.3
2001,44.0,97,2.58,41.0,5.38,38.0,2.1,526.168743,1.7,0.391,5.1,0,1,45.7
2010,142.0,0,1.24,84.0,4.59,82.0,0.1,3547.59975,0.1,0.707,14.4,0,1,72.8
2014,12.0,1,3.91,95.0,4.48,93.0,0.1,3994.712355,2.1,0.739,12.7,0,1,74.6
2010,339.0,3,9.93,59.0,3.84,44.0,7.2,17136.44568,9.0,0.589,9.2,0,1,56.1
2008,98.0,9,0.09,98.0,2.87,98.0,0.1,237.83234,7.2,0.779,12.8,0,1,73.3
2006,168.0,13,6.18,98.0,3.49,98.0,0.5,3368.952576,8.7,0.686,12.4,0,1,73.0
2006,1.0,0,4.82,91.0,8.28,87.0,0.1,344.321698,2.9,0.697,12.7,0,1,75.7
2011,47.0,66,0.94,73.0,6.23,76.0,9.6,526.5313517,3.7,0.397,9.5,0,1,54.3
2002,338.0,49,4.53,69.0,5.26,69.0,3.2,26.7635413,11.0,0.0,3.6,0,1,51.0
2007,217.0,58,0.26,84.0,1.68,86.0,0.6,41.451,13.2,0.484,8.1,0,1,64.5
2004,124.0,44,4.9,98.0,6.11,98.0,0.1,7199.59665,1.8,0.714,12.1,0,1,75.4
2002,81.0,1,9.68,97.0,8.34,97.0,0.1,28817.32321,1.1,0.882,16.9,1,0,78.4
2006,167.0,0,9.06,91.0,5.99,91.0,0.1,6764.722867,3.9,0.0,15.1,0,1,71.7
2003,648.0,5,1.99,9.0,7.13,9.0,33.8,63.636279,1.2,0.44,10.5,0,1,45.5
2002,133.0,1,6.95,95.0,8.9,95.0,0.1,2149.9944,2.7,0.715,13.2,0,1,72.9
2011,63.0,1,10.3,92.0,9.2,92.0,0.1,62245.129,0.6,0.927,19.8,1,0,82.0
2004,14.0,19,0.45,86.0,3.54,86.0,0.1,2598.9823,6.2,0.673,11.7,0,1,72.3
2011,73.0,0,12.04,89.0,1.94,89.0,0.1,51126.74139,1.7,0.88,15.7,1,0,88.0
2007,226.0,1,14.22,9.0,6.44,95.0,0.1,4735.484827,2.2,0.739,14.9,0,1,69.8
2009,369.0,81,7.01,63.0,4.37,6.0,2.5,3347.84485,9.3,0.48,8.5,0,1,49.1
2011,14.0,0,12.19,96.0,7.8,96.0,0.1,14539.18421,1.6,0.808,14.5,1,0,77.0
2008,142.0,0,8.27,99.0,4.69,99.0,0.1,1473.31923,3.4,0.786,14.4,0,1,75.2
2013,232.0,3,0.01,89.0,8.53,89.0,2.5,5488.131712,9.0,0.625,11.6,0,1,66.1
2001,568.0,3,6.72,87.0,5.11,84.0,48.8,1437.634951,9.0,0.506,9.3,0,1,47.1
2014,162.0,359,0.01,72.0,2.61,72.0,0.1,1316.98966,19.4,0.542,7.8,0,1,66.2
2007,125.0,0,4.98,92.0,6.74,92.0,0.1,5957.145693,2.1,0.762,13.6,0,1,74.2
2013,11.0,0,8.74,91.0,7.57,91.0,0.1,15472.7814,3.8,0.792,15.3,0,1,75.2
2014,119.0,5,0.01,97.0,6.4,94.0,0.1,7891.299776,2.8,0.752,12.2,0,1,72.5
2014,217.0,0,7.64,97.0,5.25,98.0,0.3,43.82321,5.5,0.636,10.3,0,1,66.0
2012,71.0,2,11.18,94.0,1.99,95.0,0.1,4465.24891,1.1,0.916,16.9,1,0,86.0
2004,86.0,0,12.1,83.0,1.56,83.0,0.1,36693.4262,1.7,0.841,14.7,1,0,79.3
2011,12.0,9,8.11,93.0,5.89,91.0,0.1,12726.9836,1.0,0.816,17.1,0,1,75.7
2007,2.0,0,0.85,93.0,6.42,9.0,0.1,146.931125,1.2,0.482,9.0,0,1,67.6
2006,126.0,28,1.29,9.0,5.81,9.0,0.1,834.869161,5.0,0.687,11.9,0,1,72.8
2000,98.0,1,4.34,8.0,7.12,88.0,0.1,388.363689,2.4,0.702,11.6,0,1,77.6
2010,68.0,0,11.88,94.0,8.76,94.0,0.1,48538.58776,0.3,0.907,18.2,1,0,86.0
2014,217.0,7,2.9,98.0,2.7,98.0,0.1,7962.365824,3.3,0.683,10.8,0,1,66.0
2005,211.0,1500,1.27,65.0,4.28,65.0,0.3,77.819,27.2,0.526,9.4,0,1,64.4
2001,9.0,0,1.95,99.0,3.8,99.0,0.1,12868.211,6.2,0.794,13.3,0,1,74.7
2008,278.0,25,1.28,77.0,4.2,75.0,1.8,82.1513498,8.1,0.444,9.1,0,1,57.6
