Year,Life expectancy ,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing
2003,79.3,99.0,3,13.49,96.0,1.43,97.0,0.1,29691.18158,0.6,0.852,15.4,0,1
2002,79.2,11.0,3,13.78,97.0,1.22,97.0,0.1,24275.2426,0.7,0.851,15.5,0,1
2001,79.0,13.0,3,13.89,98.0,9.89,97.0,0.1,22527.31775,0.7,0.849,15.6,0,1
2000,78.8,13.0,3,13.63,98.0,9.77,97.0,0.1,22465.64184,0.7,0.844,15.7,0,1
2014,65.5,237.0,2,0.01,68.0,3.44,7.0,2.8,9692.163874,6.1,0.687,12.6,0,1
2013,64.6,255.0,2,8.86,77.0,3.98,79.0,3.7,9679.742995,6.2,0.678,12.5,0,1
2012,63.5,276.0,2,8.3,8.0,3.13,82.0,4.9,9774.18117,6.3,0.669,12.5,0,1
2011,62.8,289.0,2,8.9,75.0,3.12,75.0,6.0,1716.2258,6.4,0.664,12.5,0,1
2010,62.3,294.0,2,8.85,68.0,3.41,67.0,7.0,8754.113376,6.5,0.66,12.5,0,1
2009,61.7,31.0,2,8.64,74.0,3.43,76.0,8.0,763.66223,6.7,0.652,12.4,0,1
2008,61.6,298.0,2,8.75,81.0,2.54,82.0,8.9,194.2746,6.8,0.651,12.4,0,1
2007,61.6,291.0,2,9.02,78.0,2.86,81.0,10.0,8352.81711,6.9,0.645,12.4,0,1
2006,61.4,288.0,2,8.01,44.0,2.88,45.0,10.7,727.777345,7.1,0.646,12.4,0,1
2005,65.0,37.0,2,7.72,44.0,2.76,45.0,10.9,6741.293948,7.2,0.64,12.4,0,1
2004,59.7,322.0,2,8.13,44.0,3.26,45.0,11.1,5685.577736,7.4,0.64,12.3,0,1
2003,59.7,32.0,2,6.47,44.0,3.48,45.0,11.0,4892.11618,7.5,0.638,12.3,0,1
2002,59.7,315.0,2,8.34,44.0,3.22,45.0,10.7,412.55271,7.7,0.636,12.3,0,1
2001,59.8,37.0,2,9.29,44.0,3.23,45.0,10.1,3976.14887,7.8,0.633,12.3,0,1
2000,61.0,296.0,2,8.87,44.0,2.89,45.0,9.5,4116.46693,8.0,0.637,12.2,0,1
2014,74.5,125.0,1,6.13,91.0,7.42,91.0,0.1,4429.6575,2.7,0.759,13.5,0,1
2013,74.5,128.0,1,5.91,94.0,7.25,93.0,0.1,4274.376857,2.7,0.755,13.5,0,1
2012,74.2,13.0,1,7.71,93.0,8.57,92.0,0.1,4142.869175,2.6,0.749,13.4,0,1
2011,73.9,127.0,1,8.14,88.0,9.38,94.0,0.1,3725.63221,2.6,0.742,13.3,0,1
2010,73.8,132.0,1,7.24,88.0,1.5,92.0,0.1,2964.47734,2.6,0.738,13.3,0,1
2009,73.2,133.0,1,6.66,93.0,1.19,88.0,0.1,276.588512,2.6,0.734,12.8,0,1
2008,73.9,128.0,1,7.17,9.0,8.99,92.0,0.1,3174.9491,2.6,0.735,13.1,0,1
2007,74.4,12.0,1,8.65,88.0,8.17,98.0,0.1,2492.12878,2.7,0.722,12.5,0,1
2006,73.9,126.0,1,6.18,89.0,8.39,88.0,0.1,1872.68416,2.7,0.714,12.6,0,1
2005,73.9,128.0,1,4.7,82.0,8.6,82.0,0.1,153.57521,2.8,0.703,12.2,0,1
2004,72.3,134.0,1,3.74,66.0,8.53,78.0,0.1,127.367228,2.8,0.694,12.0,0,1
2003,72.7,132.0,1,3.36,74.0,8.49,75.0,0.1,928.18227,2.9,0.684,11.8,0,1
2002,71.7,142.0,2,2.72,89.0,8.72,84.0,0.1,779.3845935,2.9,0.677,11.8,0,1
2001,73.0,121.0,2,2.76,83.0,7.82,87.0,0.1,733.974142,3.0,0.673,11.7,0,1
2000,71.8,129.0,2,3.28,81.0,6.94,8.0,0.1,691.997711,3.1,0.0,11.4,0,1
2014,89.0,69.0,2,11.03,94.0,11.3,95.0,0.1,4792.65288,1.1,0.92,17.0,1,0
2013,86.0,71.0,2,10.94,94.0,11.16,95.0,0.1,4653.91143,1.1,0.919,16.9,1,0
2012,86.0,71.0,2,11.18,94.0,1.99,95.0,0.1,4465.24891,1.1,0.916,16.9,1,0
2011,85.0,74.0,2,11.2,94.0,1.93,95.0,0.1,4681.32796,1.1,0.912,16.8,1,0
2010,81.0,76.0,2,11.2,94.0,11.25,95.0,0.1,41785.55691,1.1,0.907,16.7,1,0
2009,80.0,79.0,2,11.22,95.0,11.4,96.0,0.1,41732.7725,1.1,0.906,16.7,1,0
2008,79.9,8.0,2,11.36,95.0,1.39,96.0,0.1,45699.19832,1.1,0.903,16.6,1,0
2007,79.8,82.0,3,11.5,95.0,1.18,96.0,0.1,41814.8191,1.1,0.898,16.6,1,0
2006,79.6,84.0,3,11.76,94.0,1.34,96.0,0.1,36447.87232,1.1,0.892,16.5,1,0
2005,79.2,85.0,3,11.67,95.0,1.52,96.0,0.1,34696.6292,1.1,0.884,16.4,1,0
2004,79.1,86.0,3,11.83,96.0,1.37,96.0,0.1,34165.9343,1.1,0.877,16.4,1,0
2003,78.5,9.0,3,11.92,96.0,1.62,97.0,0.1,3359.95215,1.1,0.872,16.3,1,0
2002,78.4,91.0,3,12.25,97.0,1.4,93.0,0.1,2525.16445,1.2,0.867,16.3,1,0
2001,78.3,92.0,3,12.46,96.0,1.15,93.0,0.1,23687.31689,1.2,0.86,16.2,1,0
2000,78.0,95.0,3,12.91,94.0,1.1,9.0,0.1,23718.7467,1.2,0.855,16.2,1,0
2014,62.1,253.0,37,0.01,93.0,3.56,98.0,0.8,1432.227943,6.4,0.576,11.7,0,1
2013,61.9,254.0,38,0.01,91.0,4.63,9.0,0.9,1814.492297,6.6,0.57,11.5,0,1
2012,61.6,257.0,39,0.01,91.0,4.79,92.0,0.9,1629.8222,6.7,0.563,11.2,0,1
2011,61.2,263.0,40,1.64,91.0,4.81,91.0,1.3,1574.978653,6.9,0.554,10.9,0,1
2010,69.0,267.0,40,1.69,94.0,5.33,94.0,1.9,1312.67557,7.1,0.547,10.5,0,1
2009,66.0,271.0,41,1.76,94.0,5.17,94.0,2.1,186.76538,7.3,0.542,10.4,0,1
2008,63.0,275.0,41,1.78,92.0,4.85,93.0,2.2,1224.41554,7.5,0.53,9.8,0,1
2007,59.9,28.0,41,1.25,94.0,5.3,94.0,2.6,19.686718,7.7,0.519,9.1,0,1
2006,59.4,288.0,41,1.7,84.0,4.64,84.0,2.9,922.9351677,7.9,0.51,8.7,0,1
2005,58.9,296.0,41,1.5,85.0,4.51,84.0,3.1,498.172394,8.1,0.499,8.1,0,1
2004,58.3,34.0,41,1.46,81.0,3.96,8.0,3.2,423.1936389,8.4,0.491,7.7,0,1
2003,57.9,38.0,41,1.53,8.0,3.12,8.0,3.4,373.2815537,8.6,0.489,7.9,0,1
2002,57.6,31.0,42,1.6,8.0,3.7,78.0,3.5,39.484473,8.8,0.484,7.6,0,1
2001,57.4,39.0,42,1.49,81.0,3.56,79.0,3.5,273.6596668,9.0,0.485,8.0,0,1
2000,57.2,38.0,43,1.6,88.0,3.0,88.0,3.6,263.1124679,9.2,0.48,7.7,0,1
2014,88.0,73.0,0,7.53,99.0,8.8,99.0,0.1,21673.7817,0.8,0.862,17.2,0,1
2013,86.0,74.0,0,7.46,99.0,9.26,99.0,0.1,21874.8195,0.8,0.86,17.1,0,1
2012,84.0,76.0,0,8.2,99.0,9.24,99.0,0.1,22242.68193,0.8,0.858,16.8,0,1
2011,85.0,76.0,0,8.02,99.0,9.77,99.0,0.1,25916.29353,0.8,0.86,16.7,0,1
2010,83.0,76.0,0,9.0,99.0,9.18,99.0,0.1,26917.75898,0.8,0.859,16.4,0,1
2009,80.0,78.0,0,9.08,99.0,9.76,99.0,0.1,2971.973,0.8,0.857,16.2,0,1
2008,79.9,77.0,0,9.51,99.0,9.76,99.0,0.1,31997.2821,0.8,0.853,15.9,0,1
2007,79.4,8.0,0,9.67,99.0,9.41,99.0,0.1,28827.32636,0.8,0.855,16.4,0,1
2006,79.7,77.0,0,9.42,98.0,9.34,98.0,0.1,2481.15781,0.8,0.85,16.3,0,1
2005,79.3,81.0,0,9.95,96.0,9.36,96.0,0.1,22551.73574,0.8,0.839,15.6,0,1
2004,79.2,81.0,0,9.56,95.0,8.3,95.0,0.1,21955.149,0.8,0.83,15.3,0,1
2003,79.1,81.0,0,9.46,93.0,8.61,94.0,0.1,18477.57841,0.8,0.823,15.2,0,1
2002,79.0,81.0,1,8.09,92.0,8.72,92.0,0.1,1411.31339,0.8,0.811,14.6,0,1
2001,78.7,83.0,1,8.62,9.0,8.47,91.0,0.1,12538.17883,0.9,0.801,14.2,0,1
2000,78.2,84.0,1,8.48,89.0,7.6,89.0,0.1,1242.95373,0.9,0.794,13.9,0,1
2014,73.5,143.0,0,8.42,81.0,6.1,97.0,0.1,8569.776998,3.8,0.749,15.8,0,1
2013,73.3,144.0,0,8.25,98.0,6.15,97.0,0.1,7955.615985,3.8,0.746,15.8,0,1
2012,73.1,146.0,0,8.07,98.0,6.36,97.0,0.1,7583.1872,3.8,0.744,15.8,0,1
2011,72.9,15.0,0,7.84,95.0,6.35,95.0,0.1,741.48438,3.8,0.741,15.8,0,1
2010,72.6,154.0,0,7.91,94.0,6.41,97.0,0.1,7365.666659,3.8,0.0,15.8,0,1
2009,72.4,158.0,0,8.42,99.0,6.24,99.0,0.1,7395.88125,3.8,0.0,15.6,0,1
2008,72.1,162.0,0,8.92,99.0,5.76,99.0,0.1,7946.944346,3.8,0.0,15.4,0,1
2007,71.9,164.0,0,9.06,96.0,5.88,96.0,0.1,7322.596862,3.9,0.0,15.3,0,1
2006,71.7,167.0,0,9.06,91.0,5.99,91.0,0.1,6764.722867,3.9,0.0,15.1,0,1
2005,71.5,169.0,0,8.8,99.0,5.5,99.0,0.1,6754.512393,3.9,0.0,14.9,0,1
2004,73.0,187.0,0,8.43,84.0,5.24,83.0,0.1,5836.17763,4.0,0.0,14.8,0,1
2003,71.1,173.0,0,9.75,98.0,5.89,97.0,0.1,5773.73577,4.0,0.0,14.6,0,1
2002,79.0,176.0,0,10.71,98.0,6.67,98.0,0.1,5292.232379,4.1,0.0,14.4,0,1
2001,77.0,178.0,0,9.61,96.0,7.67,96.0,0.1,519.958715,4.2,0.0,14.3,0,1
2000,74.0,182.0,0,9.4,97.0,6.62,97.0,0.1,5117.589923,4.3,0.0,14.1,0,1
2014,71.7,187.0,10,1.88,65.0,6.2,73.0,0.4,3687.763767,1.2,0.614,10.7,0,1
2013,71.4,189.0,11,1.93,84.0,6.3,85.0,0.4,3452.828934,1.2,0.611,10.7,0,1
2012,71.3,189.0,11,2.02,94.0,6.33,96.0,0.4,3299.65139,1.2,0.616,10.6,0,1
2011,71.1,193.0,11,2.16,88.0,6.28,88.0,0.4,3187.845296,1.2,0.609,10.5,0,1
2010,77.0,196.0,12,2.14,94.0,6.64,94.0,0.4,2825.5247,1.3,0.602,10.5,0,1
2009,76.0,198.0,12,2.14,92.0,6.79,92.0,0.4,2635.753474,1.3,0.596,10.4,0,1
2008,79.0,19.0,13,2.21,96.0,6.65,95.0,0.4,2794.22189,1.3,0.589,10.4,0,1
2007,75.0,192.0,13,2.4,85.0,6.86,85.0,0.4,2489.955836,1.3,0.578,10.1,0,1
2006,69.7,24.0,14,2.38,9.0,7.7,89.0,0.4,2256.56724,1.4,0.57,9.8,0,1
2005,69.2,28.0,14,2.35,87.0,6.79,87.0,0.4,277.83438,1.4,0.567,9.6,0,1
2004,69.6,21.0,15,2.4,88.0,6.77,87.0,0.4,1872.73783,1.4,0.564,9.3,0,1
2003,69.4,24.0,15,2.45,84.0,6.88,84.0,0.4,1753.349471,1.4,0.56,9.0,0,1
2002,69.3,21.0,16,2.41,82.0,6.71,82.0,0.3,171.771491,1.5,0.553,8.8,0,1
2001,68.4,211.0,16,2.53,78.0,6.76,77.0,0.3,1568.376276,1.5,0.546,8.5,0,1
2000,67.7,221.0,17,2.63,8.0,5.25,81.0,0.2,1655.596261,1.6,0.539,8.2,0,1
2014,58.1,299.0,27,0.01,42.0,5.64,51.0,0.5,561.997387,7.5,0.412,8.6,0,1
2013,58.8,284.0,27,0.01,63.0,5.49,63.0,1.0,54.169324,7.7,0.406,8.5,0,1
2012,58.4,288.0,28,0.01,63.0,5.39,62.0,1.9,52.3485646,7.8,0.396,8.5,0,1
2011,58.1,29.0,28,0.22,63.0,4.73,63.0,2.0,459.2912,8.0,0.385,8.4,0,1
2010,57.8,291.0,29,0.2,62.0,4.55,64.0,2.2,438.7513346,8.2,0.38,8.3,0,1
2009,57.3,297.0,29,0.18,6.0,3.85,57.0,2.3,436.6895539,8.4,0.376,8.1,0,1
2008,56.8,33.0,30,0.21,59.0,3.21,6.0,2.3,437.4467238,8.6,0.371,7.9,0,1
2007,56.4,36.0,31,0.19,46.0,3.8,63.0,2.4,49.456775,8.9,0.364,7.6,0,1
2006,55.6,317.0,31,0.16,53.0,3.2,57.0,2.6,296.68382,9.1,0.356,7.1,0,1
2005,54.7,327.0,32,0.21,59.0,2.82,59.0,2.7,33.424498,9.3,0.346,6.6,0,1
2004,54.0,334.0,33,0.34,65.0,3.14,6.0,2.8,386.3288283,9.5,0.325,5.1,0,1
2003,53.3,338.0,34,0.18,61.0,3.45,57.0,2.9,37.1931781,9.7,0.338,5.9,0,1
2002,52.9,337.0,35,0.21,56.0,3.76,53.0,3.0,322.811171,9.9,0.329,5.5,0,1
2001,52.5,336.0,36,0.17,52.0,3.65,5.0,3.0,315.83983,1.1,0.322,5.1,0,1
2000,52.5,328.0,37,0.17,47.0,3.46,46.0,3.0,34.516918,1.3,0.316,4.8,0,1
2014,58.4,282.0,4,0.01,87.0,5.59,87.0,3.4,642.6256154,7.3,0.419,9.2,0,1
2013,58.1,279.0,4,0.01,87.0,6.14,87.0,4.5,61.566347,7.5,0.415,9.1,0,1
2012,57.6,285.0,4,0.01,87.0,5.96,87.0,5.3,67.7518833,7.7,0.416,9.1,0,1
2011,57.1,289.0,4,3.57,85.0,5.46,86.0,5.7,692.69989,7.8,0.41,9.0,0,1
2010,56.7,287.0,4,3.21,82.0,6.7,83.0,5.9,543.957418,8.0,0.405,8.9,0,1
2009,56.3,288.0,4,2.55,78.0,6.81,8.0,6.0,544.222779,8.3,0.401,8.9,0,1
2008,55.6,297.0,5,2.64,77.0,6.5,77.0,6.0,583.5445622,8.5,0.398,8.8,0,1
2007,55.0,32.0,5,2.98,76.0,6.1,74.0,5.7,481.694976,8.7,0.394,8.8,0,1
2006,54.4,36.0,5,3.22,74.0,5.87,71.0,5.6,418.94454,8.9,0.388,8.3,0,1
2005,53.9,37.0,5,3.1,73.0,5.72,68.0,5.4,424.9534585,9.2,0.0,8.0,0,1
2004,53.5,38.0,5,2.58,69.0,5.41,64.0,5.0,393.3138244,9.4,0.0,7.7,0,1
2003,53.0,38.0,5,2.16,65.0,5.62,6.0,4.6,36.5718585,9.6,0.0,7.4,0,1
2002,52.8,35.0,5,2.47,61.0,5.84,57.0,4.1,321.481324,9.8,0.0,7.1,0,1
2001,52.5,32.0,5,2.55,56.0,5.4,53.0,3.6,39.486749,1.0,0.0,6.7,0,1
2000,52.1,3.0,5,2.84,52.0,4.94,49.0,3.1,297.7519443,1.2,0.0,6.4,0,1
2014,66.0,217.0,0,7.64,97.0,5.25,98.0,0.3,43.82321,5.5,0.636,10.3,0,1
2013,65.9,218.0,0,7.56,98.0,5.1,98.0,0.3,3944.178173,5.5,0.633,10.3,0,1
2012,65.8,22.0,0,7.57,97.0,6.57,97.0,0.3,3785.935665,5.6,0.63,10.6,0,1
2011,65.6,229.0,0,7.56,93.0,6.8,93.0,0.4,3439.597513,5.6,0.624,10.3,0,1
2010,65.9,221.0,0,7.52,95.0,6.6,95.0,0.4,326.281212,5.6,0.618,10.2,0,1
2009,66.1,218.0,0,7.49,97.0,7.32,98.0,0.3,2716.35256,5.6,0.618,10.5,0,1
2008,66.3,218.0,1,7.32,93.0,7.46,93.0,0.8,2576.124957,5.6,0.618,10.7,0,1
2007,65.7,232.0,1,7.2,94.0,6.45,94.0,1.9,2327.58324,5.7,0.62,11.2,0,1
2006,65.2,24.0,1,7.04,92.0,4.67,93.0,1.1,1945.6395,5.7,0.622,11.7,0,1
2005,65.0,238.0,1,7.35,93.0,5.83,93.0,1.8,198.455216,5.7,0.619,11.4,0,1
2004,65.1,237.0,1,7.84,91.0,5.73,91.0,1.9,145.58861,5.8,0.613,11.2,0,1
2003,65.3,237.0,1,7.93,91.0,5.97,9.0,2.1,986.7958173,5.8,0.611,11.1,0,1
2002,65.3,244.0,1,7.73,93.0,5.84,91.0,2.3,96.8674827,5.9,0.609,11.0,0,1
2001,65.4,247.0,1,6.71,9.0,5.82,85.0,1.7,925.582546,5.9,0.606,10.9,0,1
2000,65.4,246.0,1,6.63,79.0,5.85,88.0,1.1,946.599372,5.9,0.602,10.9,0,1
2014,63.1,245.0,14,0.01,55.0,7.56,48.0,0.5,83.1148117,3.9,0.487,9.1,0,1
2013,62.7,253.0,14,5.68,67.0,8.1,68.0,0.5,81.265673,3.9,0.483,9.1,0,1
2012,62.3,259.0,15,5.68,67.0,9.88,67.0,0.8,766.8437623,3.9,0.477,8.9,0,1
2011,62.3,259.0,15,5.68,67.0,1.41,68.0,1.5,74.9358452,4.0,0.47,8.7,0,1
2010,36.3,682.0,23,5.76,66.0,8.9,66.0,1.9,662.2795182,4.0,0.47,8.6,0,1
2009,62.5,251.0,16,5.85,65.0,6.68,65.0,2.0,668.297646,4.1,0.466,8.5,0,1
2008,62.1,259.0,16,5.95,64.0,5.92,63.0,2.4,674.7564147,4.2,0.462,8.4,0,1
2007,61.8,266.0,17,6.08,62.0,5.56,63.0,2.7,615.8198192,4.2,0.458,8.4,0,1
2006,61.1,28.0,17,6.18,61.0,5.7,6.0,3.3,55.47626,4.3,0.455,8.3,0,1
2005,65.0,29.0,17,5.57,6.0,4.41,6.0,3.9,465.311876,4.4,0.452,8.2,0,1
2004,58.7,32.0,18,6.1,58.0,5.61,55.0,4.3,387.9429725,4.5,0.45,8.1,0,1
2003,59.7,3.0,18,6.64,56.0,5.32,53.0,4.6,329.782946,4.5,0.447,8.1,0,1
2002,59.3,33.0,19,6.1,54.0,5.47,48.0,4.8,393.16327,4.6,0.444,8.0,0,1
2001,58.9,35.0,19,6.22,52.0,5.63,45.0,5.0,413.7383164,4.7,0.443,7.9,0,1
2000,58.6,35.0,20,4.79,5.0,6.6,41.0,5.1,462.486524,4.8,0.439,7.8,0,1
2014,74.5,149.0,3,2.87,97.0,8.72,97.0,0.3,2242.711912,2.1,0.618,11.4,0,1
2013,74.3,15.0,4,3.11,97.0,9.15,97.0,0.4,2136.77395,2.2,0.614,11.6,0,1
2012,74.1,151.0,4,3.11,97.0,9.78,97.0,0.4,2178.38325,2.2,0.614,11.6,0,1
2011,73.9,153.0,4,3.1,97.0,8.57,97.0,0.4,212.584798,2.2,0.611,11.7,0,1
2010,73.6,156.0,4,3.1,97.0,8.45,97.0,0.4,1932.85829,2.3,0.606,11.5,0,1
2009,73.4,157.0,4,3.08,97.0,8.84,97.0,0.5,1815.489496,2.3,0.603,11.3,0,1
2008,73.2,159.0,4,3.14,93.0,8.4,93.0,0.6,1751.595857,2.3,0.597,11.1,0,1
2007,73.0,16.0,5,3.16,94.0,7.89,94.0,0.7,1592.572182,2.4,0.59,10.9,0,1
2006,72.8,161.0,5,3.23,94.0,7.63,95.0,0.8,1437.628785,2.4,0.583,10.8,0,1
2005,72.5,163.0,5,3.23,98.0,7.81,98.0,0.9,1311.741714,2.5,0.577,10.6,0,1
2004,72.2,165.0,5,3.02,94.0,7.89,94.0,1.2,1217.657961,2.6,0.571,10.4,0,1
2003,71.9,166.0,6,3.04,92.0,8.29,92.0,1.4,1157.3427,2.6,0.566,10.3,0,1
2002,71.6,169.0,6,3.09,95.0,7.28,95.0,1.5,1132.8721,2.7,0.561,10.1,0,1
2001,71.3,171.0,6,2.74,99.0,6.88,96.0,1.6,113.4546,2.7,0.557,9.9,0,1
2000,71.0,174.0,6,2.61,88.0,6.63,94.0,1.7,188.783165,2.8,0.551,9.8,0,1
2014,75.6,137.0,0,0.01,99.0,7.4,99.0,0.1,14117.97668,1.7,0.834,15.8,1,0
2013,75.5,139.0,0,10.88,99.0,7.53,99.0,0.1,13613.6147,1.7,0.824,15.4,1,0
2012,75.0,146.0,0,11.27,99.0,7.74,99.0,0.1,12834.32349,1.7,0.823,15.4,1,0
2011,74.8,15.0,0,11.51,99.0,7.84,99.0,0.1,1448.87958,1.7,0.821,15.4,1,0
2010,74.5,156.0,0,10.78,99.0,7.85,99.0,0.1,1325.53379,1.8,0.817,15.3,1,0
2009,74.2,162.0,0,11.46,99.0,7.55,99.0,0.1,12967.16543,1.8,0.816,15.3,1,0
2008,74.1,165.0,1,11.64,99.0,7.33,99.0,0.1,15669.25929,1.9,0.812,15.3,1,0
2007,73.5,176.0,1,12.55,99.0,7.51,99.0,0.1,13842.6549,1.9,0.809,15.3,1,0
2006,73.4,177.0,1,13.16,99.0,8.1,99.0,0.1,11398.76584,2.0,0.802,15.2,1,0
2005,72.9,182.0,1,12.94,99.0,8.28,99.0,0.1,11161.72441,2.0,0.795,15.0,1,0
2004,72.9,18.0,1,13.28,99.0,8.8,99.0,0.1,1259.5266,2.1,0.793,15.3,1,0
2003,72.5,184.0,1,13.24,99.0,8.42,99.0,0.1,8396.25323,2.1,0.784,14.9,1,0
2002,72.5,184.0,1,13.29,98.0,7.47,99.0,0.1,665.6443,2.2,0.775,14.6,1,0
2001,72.3,185.0,1,13.18,99.0,7.11,99.0,0.1,527.85364,2.2,0.769,14.2,1,0
2000,71.7,193.0,1,12.22,99.0,7.6,99.0,0.1,4623.46712,2.3,0.761,13.9,1,0
2014,82.5,49.0,0,7.45,9.0,8.86,9.0,0.1,52473.11356,1.0,0.915,19.0,1,0
2013,82.4,5.0,0,7.31,91.0,8.75,91.0,0.1,4781.3888,1.0,0.907,19.0,1,0
2012,82.5,5.0,0,7.81,89.0,8.68,89.0,0.1,44333.8518,1.0,0.901,18.7,1,0
2011,82.1,51.0,0,8.13,95.0,8.65,95.0,0.1,46.217,0.9,0.894,18.6,1,0
2010,81.8,53.0,0,8.25,96.0,8.86,96.0,0.1,41676.44527,0.9,0.894,18.4,1,0
2009,81.6,55.0,0,10.22,96.0,9.12,96.0,0.1,4461.89251,0.9,0.894,18.4,1,0
2008,81.4,58.0,0,8.49,98.0,8.8,98.0,0.1,55575.29196,0.9,0.892,18.2,1,0
2007,81.3,59.0,0,7.53,97.0,8.75,97.0,0.1,68348.31817,0.9,0.887,18.2,1,0
2006,81.1,61.0,0,7.2,97.0,8.96,97.0,0.1,5613.54115,0.9,0.884,18.1,1,0
2005,81.0,62.0,0,7.05,95.0,9.21,95.0,0.1,56249.7555,0.9,0.879,17.9,1,0
2004,88.0,65.0,0,6.79,99.0,9.59,99.0,0.1,46917.27216,1.0,0.873,18.3,1,0
2003,87.0,65.0,0,6.61,97.0,1.7,97.0,0.1,3944.999,1.0,0.866,17.6,1,0
2002,84.0,7.0,0,6.61,95.0,9.86,95.0,0.1,31996.2172,1.0,0.859,17.2,1,0
2001,80.0,72.0,0,6.37,92.0,9.12,92.0,0.1,28585.9254,1.0,0.854,17.1,1,0
2000,79.7,74.0,0,6.17,98.0,9.28,98.0,0.1,31813.37344,1.0,0.847,16.8,1,0
2014,68.0,184.0,957,3.07,84.0,4.69,85.0,0.2,1573.11889,26.8,0.607,11.6,0,1
2013,67.6,187.0,1000,3.11,82.0,4.53,83.0,0.2,1452.195373,26.8,0.599,11.5,0,1
2012,67.3,19.0,1100,3.1,79.0,4.39,82.0,0.2,1446.98541,26.9,0.59,11.3,0,1
2011,66.8,193.0,1100,3.0,79.0,4.33,82.0,0.2,1461.671957,26.9,0.58,10.8,0,1
2010,66.4,196.0,1200,2.77,76.0,4.28,79.0,0.2,1345.77153,27.0,0.569,10.4,0,1
2009,66.0,2.0,1300,2.5,73.0,4.38,74.0,0.2,19.317765,27.0,0.563,10.5,0,1
2008,65.5,23.0,1300,1.93,69.0,4.34,7.0,0.3,991.484634,27.0,0.556,10.2,0,1
2007,65.2,26.0,1400,1.59,67.0,4.23,64.0,0.3,118.166373,27.1,0.546,9.9,0,1
2006,64.8,28.0,1500,1.37,66.0,4.25,65.0,0.3,792.259698,27.1,0.536,9.7,0,1
2005,64.4,211.0,1500,1.27,65.0,4.28,65.0,0.3,77.819,27.2,0.526,9.4,0,1
2004,64.0,214.0,1600,1.2,58.0,4.22,63.0,0.3,621.3183767,27.2,0.518,9.2,0,1
2003,63.7,216.0,1700,1.19,57.0,4.3,61.0,0.3,541.1352279,27.3,0.505,8.6,0,1
2002,63.3,219.0,1700,1.1,58.0,4.4,59.0,0.3,466.2842,27.4,0.499,8.4,0,1
2001,62.9,222.0,1800,1.0,58.0,4.5,59.0,0.3,447.138966,27.5,0.494,8.3,0,1
2000,62.5,224.0,1800,0.93,57.0,4.26,58.0,0.3,438.864634,27.7,0.489,8.3,0,1
2014,68.9,179.0,119,0.09,8.0,2.85,78.0,0.3,3491.595887,1.4,0.682,12.9,0,1
2013,68.7,181.0,124,0.09,86.0,2.93,85.0,0.3,362.663981,1.5,0.677,12.9,0,1
2012,68.5,183.0,129,0.08,84.0,2.9,83.0,0.3,3687.953996,1.5,0.669,12.6,0,1
2011,68.3,185.0,134,0.08,81.0,2.71,81.0,0.3,3634.27685,1.6,0.662,12.3,0,1
2010,68.1,187.0,138,0.08,82.0,2.74,81.0,0.3,3113.48635,1.6,0.656,12.1,0,1
2009,67.9,189.0,143,0.08,85.0,2.83,78.0,0.3,2254.44566,1.7,0.645,11.7,0,1
2008,67.7,189.0,149,0.07,83.0,2.81,77.0,0.2,216.52766,1.7,0.641,11.7,0,1
2007,67.5,19.0,154,0.06,77.0,3.1,73.0,0.2,1855.93915,1.8,0.638,11.0,0,1
2006,67.3,191.0,159,0.06,78.0,2.91,72.0,0.1,1586.254,1.8,0.632,10.9,0,1
2005,67.2,19.0,163,0.06,79.0,2.79,72.0,0.1,126.928834,1.9,0.629,11.1,0,1
2004,65.3,213.0,174,0.06,79.0,2.37,71.0,0.1,1148.56996,1.9,0.624,11.0,0,1
2003,66.9,189.0,173,0.05,8.0,2.53,71.0,0.1,164.59447,1.9,0.613,10.8,0,1
2002,66.7,189.0,177,0.05,8.0,2.27,7.0,0.1,899.5556857,11.0,0.608,10.6,0,1
2001,66.5,188.0,182,0.06,77.0,2.23,76.0,0.1,747.9817455,11.0,0.604,10.6,0,1
2000,66.3,188.0,187,0.06,72.0,1.98,75.0,0.1,78.92744,11.0,0.597,10.7,0,1
2014,67.9,199.0,32,0.01,67.0,5.54,64.0,0.1,673.74737,5.3,0.658,10.1,0,1
2013,69.5,17.0,32,0.01,7.0,5.92,68.0,0.1,6925.22446,5.3,0.659,10.3,0,1
2012,76.0,147.0,32,0.01,7.0,5.26,69.0,0.1,6651.12242,5.3,0.656,10.5,0,1
2011,77.0,144.0,32,0.17,8.0,3.32,79.0,0.1,5854.614497,5.3,0.649,10.4,0,1
2010,76.0,145.0,32,0.19,74.0,3.82,74.0,0.1,452.74948,5.3,0.646,10.4,0,1
2009,74.0,148.0,32,0.2,78.0,4.65,78.0,0.1,3735.144836,5.4,0.643,10.3,0,1
2008,69.3,167.0,32,0.17,71.0,3.93,69.0,0.1,4521.3247,5.4,0.638,10.3,0,1
2007,65.9,227.0,31,0.14,74.0,3.69,57.0,0.1,3129.224922,5.4,0.636,10.2,0,1
2006,64.7,249.0,31,0.03,63.0,3.0,59.0,0.1,2351.812429,5.4,0.631,10.2,0,1
